Skill_id,Skill_name
3705,Exercise Physiology
3706,ACSM
3707,Kinesiology
3708,Exercise Prescription
3709,Strength Training
3710,Fitness Training
3711,ACE Certified Personal Trainer
3712,Nutrition
3713,Health Promotion
3714,Functional Training
3715,Biomechanics
3716,Body Composition
3717,Weight Training
3718,TRX Suspension Training
3719,Indoor Cycling
3720,Urchin
3721,Software Development Methodologies
3722,Business Alliances
3723,Resource Management
3724,PayPal
3725,RIA
3726,Flex Builder
3727,MXML
3728,MSN AdCenter
3729,Keyword Analysis
3730,Visualization
3731,Switchgear
3732,DCS
3733,Partial Differential Equations
3734,Applied Mathematics
3735,MPI
3736,OpenMP
3737,OpenCL
3738,Adobe Software
3739,IT Solutions
3740,Scaleform
3741,OpenSuse
3742,UnrealScript
3743,Unreal Engine 3
3744,Traktor
3745,DJ
3746,FL Studio
3747,Brackets
3748,Strategic Planning/Consulting
3749,"Project Management (Monitoring Control Benchmark"
3750,Advanced data modeling & analysis
3751,Systems Programming
3752,Kernel Programming
3753,Storage Systems
3754,Wireless Sensor Networks
3755,JNDI
3756,JMX
3757,Version Control SVN
3758,CMMI
3759,Quality Management
3760,C ++
3761,Windows Phone
3762,twitter bootstrap
3763,BPMN
3764,Talent Management
3765,Seibel
3766,Business Statistics
3767,COMSOL
3768,AWS
3769,JAX-RS
3770,IBM DB2
3771,Amazon CloudFront
3772,Openshift
3773,Pyramid
3774,Twisted
3775,Statistical Programming
3776,BottlePy
3777,Mongo
3778,Demand Side Platform
3779,expressjs
3780,SDK development
3781,Enlightenment
3782,Touch Interfaces
3783,AutoIt
3784,V8
3785,Jade
3786,Clutter
3787,MVC Architecture
3788,Debian
3789,RDF
3790,RDFa
3791,Common Lisp
3792,Animal Husbandry
3793,Endorsements
3794,Selenium
3795,HandlebarsJS
3796,QA Engineering
3797,Sales Plan
3798,International Trade
3799,International Marketing
3800,Global Business Development
3801,Talend Open Studio
3802,For Aleppo Organization
3803,Red Crescent
3804,Hospitals
3805,"Google App Engine GWT"
3806,KDE Development
3807,RTB
3808,Data Collection
3809,Data Models
3810,JavaSE
3811,Smarty
3812,Microsoft Reporting Service
3813,Music Journalism
3814,Microsoft CRM
3815,Linux Server
3816,Yii
3817,InfoSphere
3818,Rational Software Architect
3819,Julia
3820,Digital Signal Processing
3821,Transcriptomics
3822,Microbiology
3823,Microarray
3824,Metagenomics
3825,SVM
3826,WebDriver
3827,Erlang
3828,BDD
3829,Adobe AIR
3830,Flash Builder
3831,Jenkins
3832,ANSI C
3833,Content
3834,Microsoft Exchange
3835,Windows Small Business Server
3836,LabTech and Connectwise PSA Adminsitration
3837,Remote Infrastructure Management
3838,Cisco Routing & Switching
3839,Backup Disaster Recovery
3840,Patch Management
3841,Powershell Scripting
3842,Batch Scripting
3843,SBS Migration
3844,Office365
3845,NOC
3846,Remote Monitoring
3847,Network Monitoring Tools
3848,Enterprise Anti-Virus Administration
3849,Small Business Server
3850,Powershell
3851,Cisco Routers
3852,Office 365
3853,Switches
3854,Backup Exec
3855,Kaseya
3856,Antivirus
3857,WSUS
3858,Symantec Endpoint Protection
3859,SCOM
3860,VMware Infrastructure
3861,Hyper-V
3862,TMG
3863,SCCM
3864,Blackberry Enterprise Server
3865,Banking
3866,Credit
3867,Loans
3868,Lead Qualification
3869,Prospect Research
3870,Strategic Prospecting
3871,Prospect Qualification
3872,Communication
3873,MIS
3874,TM1
3875,Board Presentations
3876,International Sales & Marketing
3877,Performance Management
3878,Statutory Reporting
3879,Balanced Scorecard
3880,Software Sales
3881,Data Marts
3882,Business Objects
3883,Entrepreneurial Experience
3884,Interactive Solutions
3885,Interactive Kiosks
3886,Software Industry
3887,Brio Query
3888,Hyperion Enterprise
3889,Essbase
3890,Oracle Application Express
3891,ABBYY FineReader
3892,conversational French
3893,Business Communications
3894,Agile Methodolgy
3895,C/C++
3896,IMS DB/DC
3897,Toad
3898,Tortoise SVN
3899,Visual DB Architect
3900,Peregrine
3901,VS-COBOL II
3902,JCL
3903,Xpeditor
3904,QUICKJOB
3905,Customer Segmentation Strategy
3906,Mathematical Programming
3907,Propensity Modelling
3908,Decision Trees
3909,Market Basket Analysis
3910,Lifetime Value
3911,Customer Analysis
3912,Assortment Planning
3913,Business Requirements
3914,Treasury Services
3915,Cash Management
3916,Payments
3917,RSA SecurID
3918,Secure Messaging
3919,Entitlements
3920,Platform Management
3921,Campaign Optimization
3922,Regression
3923,Newspaper
3924,Alteryx
3925,Qualitative & Quantitative Research Methodologies
3926,Social Media Development
3927,Proofreading
3928,Video Blogging
3929,Customer-focused Service
3930,Canon DSLR
3931,YouTube
3932,Vimeo
3933,Prezi
3934,Google Docs
3935,Canon Cameras
3936,Canon XL-1
3937,Technical Recruiting
3938,HRIS
3939,Strategic HR
3940,Resume Parsing
3941,B2B software
3942,Video Resumes
3943,HR Start-up
3944,NER
3945,HR Analytics
3946,Strategic Communications
3947,Speech Writing
3948,Internal Communications
3949,Crisis Communications
3950,Corporate Social Responsibility
3951,Communications Planning
3952,Data Security
3953,Data Streaming
3954,Computer Engineering
3955,Virtual Currency
3956,Automated Trading
3957,Public Transport
3958,GIS software
3959,New Technology Implementation
3960,Analytical Abilities
3961,Quantum GIS
3962,Urban Planning
3963,Transportation Planning
3964,Urban Policy
3965,Radian6
3966,Sales Support
3967,Online Promotions
3968,Promotions
3969,Beauty Industry
3970,Sales Operations
3971,Content Management
3972,Manicures
3973,Dog Behavior
3974,Vowpal Wabbit
3975,Arduino
3976,Coordination
3977,Soft Skills
3978,Screening
3979,Talent Acquisition
3980,Performance Appraisal
3981,Employee Engagement
3982,Career Counseling
3983,IT Recruitment
3984,5S
3985,Kaizen
3986,Social Media Blogging
3987,Finacle
3988,Debugging
3989,iReport
3990,Ergonomics
3991,F#
3992,Genie
3993,Graphviz
3994,Collaboration
3995,Ontology Engineering
3996,ExactTarget
3997,Performance Dashboards
3998,Sysomos
3999,Process Automation
4000,YouTube API
4001,Data Classification
4002,Storage Architecture
4003,Apache Hadoop
4004,Apache Mahout
4005,REST API
4006,Google Prediction
4007,Friendly Personality
4008,International Intellectual Property
4009,Drafting patent applications
4010,EHR
4011,IP transactions
4012,Patent Portfolio Development
4013,Medical Translation
4014,Business Model Innovation
4015,Human-centered Design
4016,Citizen Journalism
4017,Visionary
4018,negotiator
4019,Linguistics
4020,Cross-cultural Teams
4021,Disruptive Technologies
4022,Special Skills
4023,World Cinema
4024,Trekking
4025,Rafting
4026,Climbing
4027,Social Ventures
4028,Visual Thinking
4029,Interface Builder
4030,Fast Learner
4031,Freefem++
4032,Financial Modeling
4033,Forecasting
4034,Corporate Finance
4035,Mergers & Acquisitions
4036,Mergers
4037,Acquisitions
4038,Valuation
4039,Finance
4040,Investments
4041,Strategic Financial Planning
4042,Budgets
4043,Portfolio Management
4044,Derivatives
4045,Venture Capital Accounting
4046,Accounting
4047,Due Diligence
4048,Auditing
4049,Financial Analysis
4050,Negotiation
4051,Risk Management
4052,Banking
4053,Financial Reporting
4054,Revenue Recognition
4055,Venture Capital
4056,Contract Negotiation
4057,Cash Management
4058,US GAAP
4059,Private Equity
4060,Tax
4061,Financial Accounting
4062,SEC filings
4063,Financial Statements
4064,Sarbanes-Oxley Act
4065,Financial Services
4066,FinTech
4067,Budgeting
4068,Financial Planning
4069,SOX
4070,Recruiting
4071,Interviews
4072,Career Counseling
4073,Human Resources
4074,Technical Recruiting
4075,Executive Coaching
4076,Sourcing
4077,Employee Relations
4078,Temporary Placement
4079,Personnel Management
4080,Applicant Tracking Systems
4081,Workforce Planning
4082,Change Management
4083,Hiring
4084,College Recruiting
4085,Internet Recruiting
4086,Talent Management
4087,Outsourcing
4088,Benefits Negotiation
4089,Executive Search
4090,Executive Management
4091,Performance Management
4092,Employer Branding
4093,Employee Engagement
4094,Contract Recruitment
4095,Consulting
4096,HRIS
4097,Resume Writing
4098,Staffing Services
4099,Job Coaching
4100,Screening Resumes
4101,Boolean Search
4102,Talent Acquisition
4103,Product Management
4104,Strategic Partnerships
4105,Strategy
4106,Cross-functional Team
4107,Product Launch
4108,Product Marketing
4109,Management
4110,Product Strategy
4111,Business Strategy
4112,Customer Research
4113,Business Case
4114,Marketing Strategy
4115,Leadership
4116,New Business Development
4117,Competitive Analysis
4118,Business Alliances
4119,Partner Management
4120,Product Requirements
4121,Vendor Management
4122,SDLC
4123,Requirements Analysis
4124,Project Planning
4125,Agile Project Management
4126,Agile Methodologies
4127,Management
4128,Business Analysis
4129,Business Process Improvements
4130,Business Intelligence
4131,Six Sigma
4132,Scrum
4133,IT Strategy
4134,Process Improvement
4135,Online Marketing
4136,Probabilistic Models
4137,Astrophysics
4138,Astronomy
4139,Numerical Simulation
4140,Cosmology
4141,Scilab
4142,Oil
4143,SSAE 16
4144,Scalable Infrastructure Design
4145,Managed Services Development
4146,Structured Documentation
4147,Managed Services
4148,IT Operations
4149,Business Continuity
4150,Co-location
4151,Internet Services
4152,Managed Hosting
4153,Continuous Delivery
4154,DevOps
4155,Data Warehouse Architecture
4156,Embedded C
4157,Gedit
4158,Manage Client Relationships
4159,IT Project Leadership
4160,Reporting & Analysis
4161,Dashboards
4162,Fraud Investigations
4163,Social network security
4164,Social Media Brand Marketing
4165,SaaS Platform Sales
4166,Revenue Growth Generation
4167,Client Development
4168,Relationship Buiding
4169,Collaboration Solutions
4170,Senior Level Negotiation
4171,Social Recruiting
4172,Integrated Brand Marketing
4173,Emerging Technologies
4174,LinkedIn Training
4175,Client Negotiation
4176,Workforce Marketing
4177,Sales Prospecting
4178,Content Development
4179,Workforce
4180,Strategy Communication
4181,Cold Calling
4182,Social Media Strategist
4183,Cognitive Science
4184,Empirical Research
4185,Music Theory
4186,Psychometrics
4187,Psychology
4188,Literature Reviews
4189,Personality Assessment
4190,Data Blogging
4191,Science Writing
4192,Bayesian Data Analysis
4193,System Deployment
4194,System Design
4195,Systems Engineering
4196,Requirements Traceability
4197,Regression Testing
4198,Cluster Management
4199,MySQL Cluster
4200,Digital Signal Processors
4201,Control Theory
4202,ANSYS - ICEM CFD
4203,Modal Analysis
4204,Hyperview
4205,Animator
4206,Hypergraphs
4207,Topology Optimization
4208,PHP Frameworks
4209,Symfony2
4210,Agile
4211,Lean
4212,Event-Chain Management
4213,Firebase
4214,Twig
4215,LMS
4216,Keynote speaker
4217,Presenter
4218,Pitching
4219,Asset Managment
4220,Real Estate
4221,Corporate Culture
4222,Culture
4223,Culture Change
4224,Onboarding
4225,RPO
4226,HR Consulting
4227,Human Capital Management
4228,Career Development
4229,Deferred Compensation
4230,Succession Planning
4231,Full-cycle Recruiting
4232,Recruitment/Retention
4233,Interviewing
4234,Talent Assessment
4235,Compensation
4236,Diversity Recruitment
4237,Benefits
4238,HR Strategy
4239,Talent Development
4240,ncurses(C++)
4241,pugiXML(C++)
4242,Bootstrap.js
4243,Windows Phone Development
4244,Visual C++
4245,Unigraphics NX
4246,Medical Imaging
4247,Web Frameworks
4248,C# MVC
4249,Vulnerability Research
4250,Exploitation
4251,Quantitative Modeling
4252,Quantitative Development
4253,High Frequency Trading
4254,Statistical Arbitrage
4255,Automated Market Making
4256,Stochastic Modeling
4257,Systematic Trading
4258,Volatility Arbitrage
4259,Traders
4260,Optimizations
4261,Developers
4262,Market Making
4263,Electronic Trading
4264,Proprietary Trading
4265,FX Options
4266,Market Risk
4267,Equity Trading
4268,Capital Markets
4269,Search
4270,Rates
4271,Oil/Gas
4272,Energy
4273,Energy Industry
4274,Environmental Research
4275,Leasing
4276,Gas
4277,Petroleum
4278,Supervisory Skills
4279,Pro Tools
4280,Reason
4281,Pure Data
4282,Ember.js
4283,Media Planning
4284,Marketing Analytics
4285,Online Marketing Analysis
4286,Full SDLC
4287,FPGA
4288,Diptrace
4289,E-commerce Solutions
4290,Customer Analytics
4291,Higher Education Leadership
4292,Cost Accounting
4293,GATE
4294,Software Architecture
4295,Deep Learning
4296,Finagle
4297,Discourse Analysis
4298,Information Management
4299,Knowledge Representation
4300,Market Entry
4301,Alternative Energy
4302,Mobile Health
4303,Connected Health
4304,Remote Patient Monitoring
4305,Telehealth
4306,mLearning
4307,eHealth
4308,Sales Process
4309,Amazon
4310,ITK
4311,UGS NX5
4312,Adding Value
4313,Channel Marketing
4314,Field Marketing
4315,Content Writing
4316,Collateral Production
4317,Collateral Writing
4318,corporate blogging
4319,Web Application Security
4320,Website Updating
4321,Performance Testing
4322,Functional Testing
4323,COBOL
4324,CICS
4325,IBM Assembler
4326,Openfire
4327,XMPP
4328,Hacking
4329,Scrapy
4330,USB
4331,ARM
4332,Firmware
4333,X86
4334,Client Relations Skills
4335,IIS
4336,Cisco Switches
4337,XenServer
4338,Fortinet
4339,Oracle E-Business Suite
4340,Oracle Order Management
4341,Order to Cash
4342,Oracle SCM
4343,Solutions Design
4344,TCA
4345,Depot Repair
4346,Oracle Applications
4347,Global Delivery
4348,Business Process Re-engineering
4349,Storage
4350,Functional Specifications
4351,Process Modeling
4352,System Testing
4353,Use Case Analysis
4354,Accounts Payable
4355,Accounts Receivable
4356,Infor Service Management
4357,PeopleSoft Financial
4358,Confluence
4359,Perforce
4360,IBM Rational Tools
4361,Excel VBA Macros
4362,Emacs Lisp
4363,Google Apps Script
4364,Biochemistry
4365,Sourcing Research
4366,Technical Recruiting Research
4367,Salesforce
4368,Google Spreadsheets
4369,Biomaterials
4370,Column Chromatography
4371,Data Integrity
4372,Assessment Center
4373,Graduate Recruitment
4374,Job Descriptions
4375,Building Relationships
4376,Training Delivery
4377,Administration
4378,Permanent Placement
4379,HR Policies
4380,Competency Based Interviewing
4381,Gamification
4382,Talent Engagement
4383,Campus Placement
4384,Retail Packaging
4385,Consumer Products
4386,Consumer Packaged Goods Marketing
4387,Consumer Marketing
4388,Software Product Management
4389,Solid Edge
4390,Italian
4391,Solid Works
4392,Casting
4393,Die Casting
4394,Injection Molding
4395,Electric Motors
4396,Welding
4397,Forming
4398,TPM
4399,Mandarin
4400,Korean
4401,Private Cloud
4402,Street Photography
4403,Service Catalog
4404,Visual Basic 5.0/6.0
4405,Apple
4406,Bootstrap
4407,Titanium Mobile
4408,Fluent
4409,Digital Business
4410,Recrutement 2.0
4411,marketingHR
4412,Marque employeur
4413,Professional Networking
4414,Business Plan Evaluation
4415,digital
4416,Content Creation
4417,Embedded Software
4418,Processors
4419,RTOS
4420,Kernel
4421,Oral & Written Communication Skills
4422,Priority Management
4423,SAP MDM
4424,Templating
4425,Documentum
4426,MS Access
4427,Sports Writing
4428,Radio Broadcasting
4429,Logic Studio
4430,Merge
4431,Tumblr
4432,Google+
4433,Instagram
4434,iWork
4435,TLC
4436,Live Recording
4437,iMovie
4438,Sponsorship Sales
4439,Broadcast Media Sales
4440,Print Media Sales
4441,Sports Marketing
4442,Sound Forge
4443,Scott Studios
4444,Sony Sound Forge
4445,RCS Selector Music Scheduling
4446,CisionPoint
4447,underscore js
4448,backbone js
4449,Jsp and Servlets
4450,Struts 2
4451,NetSuite
4452,Box.net
4453,Bugzilla
4454,SOLID principles
4455,Software Implementation
4456,Workflow Applications
4457,Position Management
4458,New Hire Processes
4459,High Volume Staffing
4460,SuccessFactors
4461,Report Design
4462,Customer Support
4463,Customer Engagement
4464,Software Consulting
4465,Process Consulting
4466,Field Support
4467,Train the Trainer
4468,Document Management
4469,iManage
4470,Kronos
4471,Business Process Mapping
4472,Movex
4473,Data Conversion
4474,Symbolic Math
4475,Solar Cells
4476,Sociology
4477,DICOM
4478,Gazebo
4479,Digital Image Processing
